time;V(/BSF);
0.010008;0.614707;
0.010018;0.624061;
0.0100228;0.627561;
0.010026;0.629558;
0.0100282;0.630784;
0.0100305;0.631938;
0.0100343;0.633483;
0.0100376;0.634548;
0.0100415;0.635432;
0.010046;0.635974;
0.0100515;0.635903;
0.010059;0.634487;
0.0100686;0.630314;
0.0100744;0.626548;
0.0100775;0.624039;
0.0100798;0.622063;
0.0100816;0.62038;
0.0100836;0.618435;
0.0100857;0.616198;
0.0100873;0.614526;
0.010089;0.612503;
0.010091;0.610123;
0.0100933;0.607366;
0.0100977;0.601456;
0.0101018;0.595541;
0.01011;0.582407;
0.01012;0.564053;
0.01013;0.543224;
0.01014;0.520015;
0.01015;0.494524;
0.01016;0.466864;
0.01017;0.437153;
0.01018;0.405524;
0.01019;0.372111;
0.0102;0.337064;
0.01021;0.300533;
0.01022;0.262679;
0.01023;0.223667;
0.01024;0.183668;
0.01025;0.142855;
0.01026;0.10141;
0.01027;0.0595104;
0.01028;0.0173427;
0.01029;-0.0249111;
0.0103;-0.0670639;
0.01031;-0.108933;
0.01032;-0.150333;
0.01033;-0.191086;
0.01034;-0.231009;
0.01035;-0.26993;
0.01036;-0.307678;
0.01037;-0.344087;
0.01038;-0.378997;
0.01039;-0.412256;
0.0104;-0.443717;
0.01041;-0.473243;
0.01042;-0.500702;
0.01043;-0.525977;
0.01044;-0.548954;
0.01045;-0.569533;
0.01046;-0.587623;
0.01047;-0.603145;
0.01048;-0.61603;
0.01049;-0.626222;
0.0105;-0.633676;
0.010504;-0.635909;
0.0105068;-0.637177;
0.0105098;-0.638313;
0.0105139;-0.639494;
0.010518;-0.640208;
0.0105219;-0.640479;
0.0105269;-0.640228;
0.0105328;-0.639044;
0.0105408;-0.635831;
0.0105456;-0.633043;
0.0105487;-0.630885;
0.0105509;-0.629154;
0.010553;-0.627407;
0.0105552;-0.62543;
0.0105579;-0.622816;
0.0105599;-0.620785;
0.010562;-0.618415;
0.0105646;-0.61546;
0.0105673;-0.612076;
0.0105729;-0.604697;
0.0105785;-0.596376;
0.0105885;-0.579513;
0.0105985;-0.560112;
0.0106085;-0.538254;
0.0106185;-0.51404;
0.0106285;-0.487569;
0.0106385;-0.458962;
0.0106485;-0.42834;
0.0106585;-0.39584;
0.0106685;-0.361601;
0.0106785;-0.325775;
0.0106885;-0.288515;
0.0106985;-0.249989;
0.0107085;-0.210361;
0.0107185;-0.169808;
0.0107285;-0.128503;
0.0107385;-0.086631;
0.0107485;-0.044372;
0.0107585;-0.00191364;
0.0107685;0.0405609;
0.0107785;0.0828631;
0.0107885;0.12481;
0.0107985;0.166216;
0.0108085;0.206902;
0.0108185;0.246687;
0.0108285;0.285399;
0.0108385;0.322867;
0.0108485;0.358928;
0.0108585;0.393422;
0.0108685;0.4262;
0.0108785;0.457116;
0.0108885;0.486036;
0.0108985;0.512833;
0.0109085;0.537389;
0.0109185;0.559596;
0.0109285;0.579357;
0.0109385;0.596584;
0.0109485;0.611203;
0.0109585;0.623148;
0.0109685;0.632367;
0.0109785;0.638821;
0.0109828;0.640758;
0.0109864;0.64197;
0.0109902;0.642844;
0.0109932;0.643275;
0.0109972;0.64346;
0.0110014;0.643179;
0.0110061;0.642276;
0.0110122;0.640177;
0.0110162;0.638214;
0.0110192;0.636489;
0.0110218;0.634757;
0.0110239;0.633139;
0.0110264;0.63116;
0.01103;0.627939;
0.0110322;0.625833;
0.0110349;0.622994;
0.0110374;0.620255;
0.0110403;0.616793;
0.0110443;0.611685;
0.0110485;0.605996;
0.0110553;0.595542;
0.011063;0.582248;
0.011073;0.562815;
0.011083;0.540919;
0.011093;0.516651;
0.011103;0.49012;
0.011113;0.461439;
0.011123;0.430738;
0.011133;0.398145;
0.011143;0.363808;
0.011153;0.327873;
0.011163;0.290501;
0.011173;0.251851;
0.011183;0.212097;
0.011193;0.171408;
0.011203;0.129967;
0.011213;0.0879504;
0.011223;0.045547;
0.011233;0.0029379;
0.011243;-0.0396861;
0.011253;-0.0821426;
0.011263;-0.124241;
0.011273;-0.165802;
0.011283;-0.206639;
0.011293;-0.246578;
0.011303;-0.285438;
0.011313;-0.323054;
0.011323;-0.359257;
0.011333;-0.393893;
0.011343;-0.426805;
0.011353;-0.457854;
0.011363;-0.486899;
0.011373;-0.513816;
0.011383;-0.538484;
0.011393;-0.560799;
0.011403;-0.580658;
0.011413;-0.597978;
0.011423;-0.61268;
0.011433;-0.624702;
0.011443;-0.633988;
0.011453;-0.640502;
0.0114587;-0.642926;
0.011463;-0.644194;
0.0114674;-0.64495;
0.0114703;-0.645149;
0.011474;-0.645066;
0.011478;-0.644544;
0.011482;-0.643581;
0.0114884;-0.641075;
0.0114913;-0.639538;
0.0114948;-0.63742;
0.0114979;-0.635177;
0.0115009;-0.632834;
0.011505;-0.629149;
0.0115086;-0.625611;
0.0115124;-0.621362;
0.0115185;-0.613799;
0.0115244;-0.605583;
0.0115344;-0.589524;
0.0115444;-0.570886;
0.0115544;-0.549743;
0.0115644;-0.526196;
0.0115744;-0.500338;
0.0115844;-0.472292;
0.0115944;-0.442172;
0.0116044;-0.410117;
0.0116144;-0.376261;
0.0116244;-0.340758;
0.0116344;-0.303757;
0.0116444;-0.265427;
0.0116544;-0.225928;
0.0116644;-0.185442;
0.0116744;-0.144136;
0.0116844;-0.102201;
0.0116944;-0.0598117;
0.0117044;-0.0171611;
0.0117144;0.0255704;
0.0117244;0.0681895;
0.0117344;0.110516;
0.0117444;0.152357;
0.0117544;0.193537;
0.0117644;0.23387;
0.0117744;0.273183;
0.0117844;0.311299;
0.0117944;0.348057;
0.0118044;0.38329;
0.0118144;0.416849;
0.0118244;0.448582;
0.0118344;0.478354;
0.0118444;0.506031;
0.0118544;0.531495;
0.0118644;0.554631;
0.0118744;0.575341;
0.0118844;0.593531;
0.0118944;0.609124;
0.0119044;0.622048;
0.0119144;0.63225;
0.0119244;0.639683;
0.0119344;0.644317;
0.0119406;0.645768;
0.0119465;0.646152;
0.0119501;0.645902;
0.0119541;0.645196;
0.0119583;0.643962;
0.0119623;0.642352;
0.0119656;0.640648;
0.0119695;0.638241;
0.0119741;0.634911;
0.0119787;0.630941;
0.0119839;0.625694;
0.0119915;0.616893;
0.0119989;0.606655;
0.0120089;0.590613;
0.0120189;0.571985;
0.0120289;0.55085;
0.0120389;0.527302;
0.0120489;0.501443;
0.0120589;0.473387;
0.0120689;0.443256;
0.0120789;0.411183;
0.0120889;0.377308;
0.0120989;0.341779;
0.0121089;0.304751;
0.0121189;0.266388;
0.0121289;0.226857;
0.0121389;0.186331;
0.0121489;0.144986;
0.0121589;0.103007;
0.0121689;0.0605736;
0.0121789;0.0178747;
0.0121889;-0.0249042;
0.0121989;-0.0675747;
0.0122089;-0.109951;
0.0122189;-0.151846;
0.0122289;-0.193077;
0.0122389;-0.233464;
0.0122489;-0.272829;
0.0122589;-0.310999;
0.0122689;-0.347808;
0.0122789;-0.383094;
0.0122889;-0.416703;
0.0122989;-0.448486;
0.0123089;-0.478306;
0.0123189;-0.506031;
0.0123289;-0.531539;
0.0123389;-0.554719;
0.0123489;-0.57547;
0.0123589;-0.593699;
0.0123689;-0.609328;
0.0123789;-0.622287;
0.0123889;-0.632521;
0.0123989;-0.639982;
0.0124089;-0.644642;
0.0124189;-0.646481;
0.0124256;-0.646123;
0.0124308;-0.644965;
0.0124367;-0.642727;
0.0124415;-0.640222;
0.0124467;-0.636727;
0.0124553;-0.629321;
0.0124653;-0.618149;
0.0124743;-0.605714;
0.0124843;-0.589436;
0.0124943;-0.570577;
0.0125043;-0.549216;
0.0125143;-0.52545;
0.0125243;-0.49938;
0.0125343;-0.471122;
0.0125443;-0.440798;
0.0125543;-0.408544;
0.0125643;-0.374498;
0.0125743;-0.338812;
0.0125843;-0.301639;
0.0125943;-0.263146;
0.0126043;-0.223497;
0.0126143;-0.18287;
0.0126243;-0.14144;
0.0126343;-0.0993917;
0.0126443;-0.0569057;
0.0126543;-0.0141712;
0.0126643;0.0286271;
0.0126743;0.071299;
0.0126843;0.11366;
0.0126943;0.155522;
0.0127043;0.196704;
0.0127143;0.237024;
0.0127243;0.276305;
0.0127343;0.314376;
0.0127443;0.35107;
0.0127543;0.386224;
0.0127643;0.419687;
0.0127743;0.45131;
0.0127843;0.480957;
0.0127943;0.508495;
0.0128043;0.533805;
0.0128143;0.556775;
0.0128243;0.577307;
0.0128343;0.595307;
0.0128443;0.610699;
0.0128543;0.623414;
0.0128643;0.633398;
0.0128743;0.640605;
0.0128843;0.645006;
0.0128943;0.646582;
0.0129028;0.645687;
0.0129113;0.64274;
0.0129191;0.638276;
0.0129266;0.632364;
0.0129366;0.62206;
0.0129466;0.609028;
0.0129566;0.593328;
0.0129666;0.575027;
0.0129766;0.554206;
0.0129866;0.530956;
0.0129966;0.50538;
0.0130066;0.477587;
0.0130166;0.447703;
0.0130266;0.415856;
0.0130366;0.382188;
0.0130466;0.346843;
0.0130566;0.30998;
0.0130666;0.271757;
0.0130766;0.232345;
0.0130866;0.191914;
0.0130966;0.150643;
0.0131066;0.108711;
0.0131166;0.066304;
0.0131266;0.023606;
0.0131366;-0.0191938;
0.0131466;-0.0619099;
0.0131566;-0.104353;
0.0131666;-0.146339;
0.0131766;-0.187682;
0.0131866;-0.228203;
0.0131966;-0.267722;
0.0132066;-0.306067;
0.0132166;-0.343069;
0.0132266;-0.378568;
0.0132366;-0.412406;
0.0132466;-0.444436;
0.0132566;-0.474516;
0.0132666;-0.502516;
0.0132766;-0.528312;
0.0132866;-0.551793;
0.0132966;-0.572853;
0.0133066;-0.591402;
0.0133166;-0.607357;
0.0133266;-0.62065;
0.0133366;-0.631221;
0.0133466;-0.639025;
0.0133566;-0.644027;
0.0133666;-0.646206;
0.0133766;-0.645553;
0.0133866;-0.642069;
0.0133966;-0.63577;
0.0134066;-0.626682;
0.0134166;-0.614847;
0.0134266;-0.600317;
0.0134366;-0.583155;
0.0134466;-0.563436;
0.0134566;-0.541247;
0.0134666;-0.516685;
0.0134766;-0.489859;
0.0134866;-0.460885;
0.0134966;-0.429892;
0.0135066;-0.397013;
0.0135166;-0.362395;
0.0135266;-0.326188;
0.0135366;-0.288553;
0.0135466;-0.249652;
0.0135566;-0.209658;
0.0135666;-0.168745;
0.0135766;-0.127094;
0.0135866;-0.0848849;
0.0135966;-0.042306;
0.0136066;0.000458668;
0.0136166;0.0432192;
0.0136266;0.0857904;
0.0136366;0.127983;
0.0136466;0.169615;
0.0136566;0.210501;
0.0136666;0.250465;
0.0136766;0.289328;
0.0136866;0.326922;
0.0136966;0.363081;
0.0137066;0.397648;
0.0137166;0.430469;
0.0137266;0.461404;
0.0137366;0.490312;
0.0137466;0.517072;
0.0137566;0.541562;
0.0137666;0.563678;
0.0137766;0.58332;
0.0137866;0.600405;
0.0137966;0.614855;
0.0138066;0.62661;
0.0138166;0.635616;
0.0138266;0.641835;
0.0138366;0.645239;
0.0138466;0.645815;
0.0138566;0.643557;
0.0138666;0.638478;
0.0138766;0.630598;
0.0138866;0.619954;
0.0138966;0.60659;
0.0139066;0.590567;
0.0139166;0.571954;
0.0139266;0.550835;
0.0139366;0.527299;
0.0139466;0.501453;
0.0139566;0.473407;
0.0139666;0.443287;
0.0139766;0.411223;
0.0139866;0.377357;
0.0139966;0.341837;
0.0140066;0.304819;
0.0140166;0.266465;
0.0140266;0.226945;
0.0140366;0.186429;
0.0140466;0.145099;
0.0140566;0.103132;
0.0140666;0.0607158;
0.0140766;0.0180335;
0.0140866;-0.0247253;
0.0140966;-0.0673752;
0.0141066;-0.109727;
0.0141166;-0.151597;
0.0141266;-0.1928;
0.0141366;-0.233156;
0.0141466;-0.272488;
0.0141566;-0.310623;
0.0141666;-0.347394;
0.0141766;-0.382641;
0.0141866;-0.416207;
0.0141966;-0.447947;
0.0142066;-0.47772;
0.0142166;-0.505398;
0.0142266;-0.530857;
0.0142366;-0.553987;
0.0142466;-0.574685;
0.0142566;-0.592862;
0.0142666;-0.608438;
0.0142766;-0.621344;
0.0142866;-0.631524;
0.0142966;-0.638933;
0.0143066;-0.643539;
0.0143166;-0.645323;
0.0143266;-0.644275;
0.0143366;-0.640402;
0.0143466;-0.633718;
0.0143566;-0.624256;
0.0143666;-0.612054;
0.0143766;-0.597168;
0.0143866;-0.579663;
0.0143966;-0.559616;
0.0144066;-0.537114;
0.0144166;-0.512257;
0.0144266;-0.485154;
0.0144366;-0.455923;
0.0144466;-0.424693;
0.0144566;-0.391601;
0.0144666;-0.356792;
0.0144766;-0.32042;
0.0144866;-0.282642;
0.0144966;-0.243627;
0.0145066;-0.203543;
0.0145166;-0.162569;
0.0145266;-0.120882;
0.0145366;-0.0786672;
0.0145466;-0.0361083;
0.0145566;0.00660726;
0.0145666;0.0492924;
0.0145766;0.0917597;
0.0145866;0.133823;
0.0145966;0.175297;
0.0146066;0.216001;
0.0146166;0.255756;
0.0146266;0.294387;
0.0146366;0.331725;
0.0146466;0.367607;
0.0146566;0.401874;
0.0146666;0.434377;
0.0146766;0.464973;
0.0146866;0.493528;
0.0146966;0.519916;
0.0147066;0.544022;
0.0147166;0.565741;
0.0147266;0.584976;
0.0147366;0.601644;
0.0147466;0.615672;
0.0147566;0.626998;
0.0147666;0.635573;
0.0147766;0.641359;
0.0147866;0.64433;
0.0147966;0.644475;
0.0148066;0.641792;
0.0148166;0.636293;
0.0148266;0.628003;
0.0148366;0.616957;
0.0148466;0.603205;
0.0148566;0.586806;
0.0148666;0.567834;
0.0148766;0.546371;
0.0148866;0.522511;
0.0148966;0.49636;
0.0149066;0.468032;
0.0149166;0.437652;
0.0149266;0.405352;
0.0149366;0.371275;
0.0149466;0.335571;
0.0149566;0.298396;
0.0149666;0.259913;
0.0149766;0.220291;
0.0149866;0.179704;
0.0149966;0.138331;
0.015;0.124065;
